# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2022-05-02
#
# GRDC-No.:              1662200
# River:                 NILE RIVER
# Station:               HUDEIBA + HASSANAB
# Country:               --
# Latitude (DD):       17.65
# Longitude (DD):      33.65
# Catchment area (km²):      
# Altitude (m ASL):        -999.00
# Next downstream station:      -
# Remarks:               
# Owner of original data: United Kingdom - Centre for Ecology and Hydrology (CEH) Wallingford
#************************************************************
#
# Data Set Content:      MEAN MONTHLY DISCHARGE (MQ)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1908 - 1982
# No. of years:          75
# Last update:           2018-07-02
#
# Table Header:
#     YYYY-MM-DD - Date (DD=00)
#     hh:mm      - Time
#     Original   - original (provided) data
#     Calculated - GRDC calculated from daily data
#     Flag       - percentage of valid values used for calculation from daily data
#************************************************************
#
# Data lines: 893
# DATA
YYYY-MM-DD;hh:mm; Original; Calculated; Flag
1928-04-01;--:--;    615.741;   -999.000;   0
1928-05-01;--:--;    957.176;   -999.000;   0
1928-06-01;--:--;   1203.704;   -999.000;   0
1928-07-01;--:--;   3194.444;   -999.000;   0
1928-08-01;--:--;   6215.278;   -999.000;   0
1928-09-01;--:--;   6250.000;   -999.000;   0
1928-10-01;--:--;   3668.981;   -999.000;   0
1928-11-01;--:--;   2141.204;   -999.000;   0
1928-12-01;--:--;   1585.648;   -999.000;   0
1929-01-01;--:--;   1215.278;   -999.000;   0
1929-02-01;--:--;    844.907;   -999.000;   0
1929-03-01;--:--;    692.130;   -999.000;   0
1929-04-01;--:--;    634.259;   -999.000;   0
1929-05-01;--:--;    910.880;   -999.000;   0
1929-06-01;--:--;   1851.852;   -999.000;   0
1929-07-01;--:--;   4062.500;   -999.000;   0
1929-08-01;--:--;   7511.574;   -999.000;   0
1929-09-01;--:--;   8252.315;   -999.000;   0
1929-10-01;--:--;   6030.093;   -999.000;   0
1929-11-01;--:--;   2789.352;   -999.000;   0
1929-12-01;--:--;   1759.259;   -999.000;   0
1930-01-01;--:--;   1423.611;   -999.000;   0
1930-02-01;--:--;   1031.250;   -999.000;   0
1930-03-01;--:--;    746.528;   -999.000;   0
1930-04-01;--:--;    636.574;   -999.000;   0
1930-05-01;--:--;    750.000;   -999.000;   0
1930-06-01;--:--;    974.537;   -999.000;   0
1930-07-01;--:--;   2395.833;   -999.000;   0
1930-08-01;--:--;   6273.148;   -999.000;   0
1930-09-01;--:--;   5868.056;   -999.000;   0
1930-10-01;--:--;   3333.333;   -999.000;   0
1930-11-01;--:--;   1712.963;   -999.000;   0
1930-12-01;--:--;   1250.000;   -999.000;   0
1931-01-01;--:--;    844.907;   -999.000;   0
1931-02-01;--:--;    614.583;   -999.000;   0
1931-03-01;--:--;    527.778;   -999.000;   0
1931-04-01;--:--;    516.204;   -999.000;   0
1931-05-01;--:--;    495.370;   -999.000;   0
1931-06-01;--:--;    724.537;   -999.000;   0
1931-07-01;--:--;   1689.815;   -999.000;   0
1931-08-01;--:--;   5659.722;   -999.000;   0
1931-09-01;--:--;   6620.370;   -999.000;   0
1931-10-01;--:--;   4722.222;   -999.000;   0
1931-11-01;--:--;   2291.667;   -999.000;   0
1931-12-01;--:--;   1458.333;   -999.000;   0
1932-01-01;--:--;   1099.537;   -999.000;   0
1932-02-01;--:--;    708.333;   -999.000;   0
1932-03-01;--:--;    589.120;   -999.000;   0
1932-04-01;--:--;    540.509;   -999.000;   0
1932-05-01;--:--;    609.954;   -999.000;   0
1932-06-01;--:--;    949.074;   -999.000;   0
1932-07-01;--:--;   2256.944;   -999.000;   0
1932-08-01;--:--;   6666.667;   -999.000;   0
1932-09-01;--:--;   7164.352;   -999.000;   0
1932-10-01;--:--;   4791.667;   -999.000;   0
1932-11-01;--:--;   2256.944;   -999.000;   0
1932-12-01;--:--;   1608.796;   -999.000;   0
1933-01-01;--:--;   1469.907;   -999.000;   0
1933-02-01;--:--;   1261.574;   -999.000;   0
1933-03-01;--:--;    834.491;   -999.000;   0
1933-04-01;--:--;    651.620;   -999.000;   0
1933-05-01;--:--;    673.611;   -999.000;   0
1933-06-01;--:--;    905.093;   -999.000;   0
1933-07-01;--:--;   1620.370;   -999.000;   0
1933-08-01;--:--;   5324.074;   -999.000;   0
1933-09-01;--:--;   6608.796;   -999.000;   0
